#time x y z
0.00000e+00 9.51214e-02 1.00354e+00 4.79006e-04
1.00000e-02 1.82772e-01 1.03242e+00 1.86843e-03
2.00000e-02 2.65977e-01 1.08474e+00 4.16733e-03
3.00000e-02 3.47329e-01 1.15940e+00 7.45564e-03
4.00000e-02 4.29105e-01 1.25597e+00 1.18870e-02
5.00000e-02 5.13354e-01 1.37463e+00 1.76899e-02
6.00000e-02 6.01974e-01 1.51610e+00 2.51761e-02
7.00000e-02 6.96773e-01 1.68160e+00 3.47550e-02
8.00000e-02 7.99530e-01 1.87282e+00 4.69550e-02
9.00000e-02 9.12035e-01 2.09193e+00 6.24515e-02
1.00000e-01 1.03614e+00 2.34154e+00 8.21041e-02
1.10000e-01 1.17378e+00 2.62474e+00 1.07003e-01
1.20000e-01 1.32705e+00 2.94512e+00 1.38531e-01
1.30000e-01 1.49818e+00 3.30675e+00 1.78434e-01
1.40000e-01 1.68961e+00 3.71424e+00 2.28920e-01
1.50000e-01 1.90403e+00 4.17272e+00 2.92777e-01
1.60000e-01 2.14437e+00 4.68788e+00 3.73515e-01
1.70000e-01 2.41386e+00 5.26596e+00 4.75553e-01
1.80000e-01 2.71603e+00 5.91369e+00 6.04442e-01
1.90000e-01 3.05474e+00 6.63829e+00 7.67134e-01
2.00000e-01 3.43419e+00 7.44726e+00 9.72314e-01
2.10000e-01 3.85891e+00 8.34824e+00 1.23078e+00
2.20000e-01 4.33370e+00 9.34869e+00 1.55591e+00
2.30000e-01 4.86361e+00 1.04554e+01 1.96414e+00
2.40000e-01 5.45377e+00 1.16736e+01 2.47551e+00
2.50000e-01 6.10923e+00 1.30065e+01 3.11421e+00
2.60000e-01 6.83468e+00 1.44531e+01 3.90899e+00
2.70000e-01 7.63404e+00 1.60072e+01 4.89335e+00
2.80000e-01 8.50988e+00 1.76546e+01 6.10540e+00
2.90000e-01 9.46270e+00 1.93701e+01 7.58686e+00
3.00000e-01 1.04899e+01 2.11147e+01 9.38105e+00
3.10000e-01 1.15845e+01 2.28319e+01 1.15293e+01
3.20000e-01 1.27341e+01 2.44450e+01 1.40653e+01
3.30000e-01 1.39188e+01 2.58556e+01 1.70074e+01
3.40000e-01 1.51105e+01 2.69458e+01 2.03481e+01
3.50000e-01 1.62718e+01 2.75843e+01 2.40436e+01
3.60000e-01 1.73561e+01 2.76393e+01 2.80042e+01
3.70000e-01 1.83095e+01 2.69976e+01 3.20888e+01
3.80000e-01 1.90743e+01 2.55877e+01 3.61097e+01
3.90000e-01 1.95943e+01 2.34025e+01 3.98487e+01
4.00000e-01 1.98221e+01 2.05143e+01 4.30848e+01
4.10000e-01 1.97251e+01 1.70746e+01 4.56296e+01
4.20000e-01 1.92919e+01 1.32963e+01 4.73594e+01
4.30000e-01 1.85337e+01 9.42057e+00 4.82361e+01
4.40000e-01 1.74836e+01 5.67875e+00 4.83081e+01
4.50000e-01 1.61916e+01 2.25895e+00 4.76938e+01
4.60000e-01 1.47181e+01 -7.13314e-01 4.65531e+01
4.70000e-01 1.31263e+01 -3.17872e+00 4.50572e+01
4.80000e-01 1.14761e+01 -5.13488e+00 4.33642e+01
4.90000e-01 9.82001e+00 -6.62032e+00 4.16036e+01
5.00000e-01 8.20045e+00 -7.69737e+00 3.98713e+01
5.10000e-01 6.64938e+00 -8.43765e+00 3.82309e+01
5.20000e-01 5.18887e+00 -8.91190e+00 3.67185e+01
5.30000e-01 3.83247e+00 -9.18396e+00 3.53503e+01
5.40000e-01 2.58681e+00 -9.30796e+00 3.41281e+01
5.50000e-01 1.45323e+00 -9.32784e+00 3.30453e+01
5.60000e-01 4.29247e-01 -9.27807e+00 3.20903e+01
5.70000e-01 -4.90279e-01 -9.18495e+00 3.12495e+01
5.80000e-01 -1.31216e+00 -9.06808e+00 3.05092e+01
5.90000e-01 -2.04415e+00 -8.94176e+00 2.98562e+01
6.00000e-01 -2.69443e+00 -8.81619e+00 2.92787e+01
6.10000e-01 -3.27121e+00 -8.69846e+00 2.87666e+01
6.20000e-01 -3.78248e+00 -8.59333e+00 2.83109e+01
6.30000e-01 -4.23583e+00 -8.50384e+00 2.79045e+01
6.40000e-01 -4.63836e+00 -8.43176e+00 2.75413e+01
6.50000e-01 -4.99660e+00 -8.37792e+00 2.72164e+01
6.60000e-01 -5.31651e+00 -8.34247e+00 2.69258e+01
6.70000e-01 -5.60349e+00 -8.32511e+00 2.66665e+01
6.80000e-01 -5.86235e+00 -8.32515e+00 2.64359e+01
6.90000e-01 -6.09739e+00 -8.34165e+00 2.62321e+01
7.00000e-01 -6.31238e+00 -8.37351e+00 2.60536e+01
7.10000e-01 -6.51064e+00 -8.41947e+00 2.58994e+01
7.20000e-01 -6.69503e+00 -8.47819e+00 2.57684e+01
7.30000e-01 -6.86803e+00 -8.54824e+00 2.56601e+01
7.40000e-01 -7.03171e+00 -8.62813e+00 2.55739e+01
7.50000e-01 -7.18784e+00 -8.71635e+00 2.55094e+01
7.60000e-01 -7.33784e+00 -8.81131e+00 2.54663e+01
7.70000e-01 -7.48287e+00 -8.91141e+00 2.54442e+01
7.80000e-01 -7.62380e+00 -9.01502e+00 2.54428e+01
7.90000e-01 -7.76129e+00 -9.12046e+00 2.54617e+01
8.00000e-01 -7.89574e+00 -9.22605e+00 2.55004e+01
8.10000e-01 -8.02739e+00 -9.33009e+00 2.55584e+01
8.20000e-01 -8.15627e+00 -9.43087e+00 2.56350e+01
8.30000e-01 -8.28224e+00 -9.52670e+00 2.57293e+01
8.40000e-01 -8.40504e+00 -9.61591e+00 2.58405e+01
8.50000e-01 -8.52426e+00 -9.69687e+00 2.59672e+01
8.60000e-01 -8.63937e+00 -9.76802e+00 2.61082e+01
8.70000e-01 -8.74977e+00 -9.82791e+00 2.62620e+01
8.80000e-01 -8.85476e+00 -9.87518e+00 2.64268e+01
8.90000e-01 -8.95360e+00 -9.90864e+00 2.66008e+01
9.00000e-01 -9.04550e+00 -9.92726e+00 2.67818e+01
9.10000e-01 -9.12969e+00 -9.93025e+00 2.69676e+01
9.20000e-01 -9.20536e+00 -9.91702e+00 2.71559e+01
9.30000e-01 -9.27177e+00 -9.88725e+00 2.73442e+01
9.40000e-01 -9.32823e+00 -9.84091e+00 2.75301e+01
9.50000e-01 -9.37412e+00 -9.77822e+00 2.77111e+01
9.60000e-01 -9.40890e+00 -9.69973e+00 2.78847e+01
9.70000e-01 -9.43217e+00 -9.60625e+00 2.80484e+01
9.80000e-01 -9.44364e+00 -9.49888e+00 2.82002e+01
9.90000e-01 -9.44319e+00 -9.37895e+00 2.83378e+01
1.00000e+00 -9.43083e+00 -9.24805e+00 2.84596e+01
1.01000e+00 -9.40672e+00 -9.10792e+00 2.85639e+01
1.02000e+00 -9.37120e+00 -8.96046e+00 2.86493e+01
1.03000e+00 -9.32476e+00 -8.80769e+00 2.87150e+01
1.04000e+00 -9.26802e+00 -8.65165e+00 2.87603e+01
1.05000e+00 -9.20176e+00 -8.49442e+00 2.87848e+01
1.06000e+00 -9.12687e+00 -8.33801e+00 2.87884e+01
1.07000e+00 -9.04434e+00 -8.18438e+00 2.87715e+01
1.08000e+00 -8.95525e+00 -8.03536e+00 2.87346e+01
1.09000e+00 -8.86075e+00 -7.89264e+00 2.86785e+01
1.10000e+00 -8.76203e+00 -7.75775e+00 2.86041e+01
1.11000e+00 -8.66030e+00 -7.63203e+00 2.85128e+01
1.12000e+00 -8.55678e+00 -7.51664e+00 2.84058e+01
1.13000e+00 -8.45267e+00 -7.41253e+00 2.82847e+01
1.14000e+00 -8.34914e+00 -7.32048e+00 2.81510e+01
1.15000e+00 -8.24730e+00 -7.24108e+00 2.80063e+01
1.16000e+00 -8.14823e+00 -7.17474e+00 2.78523e+01
1.17000e+00 -8.05292e+00 -7.12172e+00 2.76906e+01
1.18000e+00 -7.96229e+00 -7.08215e+00 2.75230e+01
1.19000e+00 -7.87716e+00 -7.05602e+00 2.73511e+01
1.20000e+00 -7.79829e+00 -7.04321e+00 2.71764e+01
1.21000e+00 -7.72635e+00 -7.04352e+00 2.70007e+01
1.22000e+00 -7.66191e+00 -7.05666e+00 2.68253e+01
1.23000e+00 -7.60545e+00 -7.08227e+00 2.66518e+01
1.24000e+00 -7.55739e+00 -7.11994e+00 2.64816e+01
1.25000e+00 -7.51806e+00 -7.16921e+00 2.63161e+01
1.26000e+00 -7.48769e+00 -7.22958e+00 2.61565e+01
1.27000e+00 -7.46648e+00 -7.30050e+00 2.60041e+01
1.28000e+00 -7.45452e+00 -7.38141e+00 2.58602e+01
1.29000e+00 -7.45186e+00 -7.47169e+00 2.57258e+01
1.30000e+00 -7.45847e+00 -7.57070e+00 2.56020e+01
1.31000e+00 -7.47427e+00 -7.67775e+00 2.54900e+01
1.32000e+00 -7.49911e+00 -7.79210e+00 2.53906e+01
1.33000e+00 -7.53279e+00 -7.91300e+00 2.53048e+01
1.34000e+00 -7.57505e+00 -8.03961e+00 2.52334e+01
1.35000e+00 -7.62559e+00 -8.17104e+00 2.51773e+01
1.36000e+00 -7.68401e+00 -8.30636e+00 2.51370e+01
1.37000e+00 -7.74990e+00 -8.44454e+00 2.51133e+01
1.38000e+00 -7.82277e+00 -8.58452e+00 2.51067e+01
1.39000e+00 -7.90206e+00 -8.72513e+00 2.51175e+01
1.40000e+00 -7.98717e+00 -8.86514e+00 2.51461e+01
1.41000e+00 -8.07742e+00 -9.00327e+00 2.51926e+01
1.42000e+00 -8.17208e+00 -9.13815e+00 2.52569e+01
1.43000e+00 -8.27036e+00 -9.26836e+00 2.53390e+01
1.44000e+00 -8.37139e+00 -9.39243e+00 2.54384e+01
1.45000e+00 -8.47425e+00 -9.50889e+00 2.55546e+01
1.46000e+00 -8.57798e+00 -9.61621e+00 2.56868e+01
1.47000e+00 -8.68155e+00 -9.71292e+00 2.58340e+01
1.48000e+00 -8.78389e+00 -9.79756e+00 2.59950e+01
1.49000e+00 -8.88391e+00 -9.86875e+00 2.61683e+01
1.50000e+00 -8.98048e+00 -9.92523e+00 2.63522e+01
1.51000e+00 -9.07248e+00 -9.96585e+00 2.65449e+01
1.52000e+00 -9.15879e+00 -9.98965e+00 2.67441e+01
1.53000e+00 -9.23830e+00 -9.99590e+00 2.69476e+01
1.54000e+00 -9.30996e+00 -9.98406e+00 2.71529e+01
1.55000e+00 -9.37280e+00 -9.95390e+00 2.73576e+01
1.56000e+00 -9.42590e+00 -9.90547e+00 2.75589e+01
1.57000e+00 -9.46847e+00 -9.83912e+00 2.77543e+01
1.58000e+00 -9.49983e+00 -9.75550e+00 2.79410e+01
1.59000e+00 -9.51945e+00 -9.65558e+00 2.81168e+01
1.60000e+00 -9.52696e+00 -9.54062e+00 2.82790e+01
1.61000e+00 -9.52214e+00 -9.41215e+00 2.84257e+01
1.62000e+00 -9.50498e+00 -9.27192e+00 2.85549e+01
1.63000e+00 -9.47561e+00 -9.12191e+00 2.86649e+01
1.64000e+00 -9.43438e+00 -8.96420e+00 2.87544e+01
1.65000e+00 -9.38177e+00 -8.80102e+00 2.88225e+01
1.66000e+00 -9.31847e+00 -8.63461e+00 2.88685e+01
1.67000e+00 -9.24530e+00 -8.46722e+00 2.88920e+01
1.68000e+00 -9.16320e+00 -8.30104e+00 2.88933e+01
1.69000e+00 -9.07324e+00 -8.13818e+00 2.88725e+01
1.70000e+00 -8.97658e+00 -7.98058e+00 2.88304e+01
1.71000e+00 -8.87446e+00 -7.83004e+00 2.87680e+01
1.72000e+00 -8.76813e+00 -7.68817e+00 2.86863e+01
1.73000e+00 -8.65890e+00 -7.55635e+00 2.85868e+01
1.74000e+00 -8.54805e+00 -7.43579e+00 2.84708e+01
1.75000e+00 -8.43686e+00 -7.32744e+00 2.83401e+01
1.76000e+00 -8.32657e+00 -7.23207e+00 2.81963e+01
1.77000e+00 -8.21835e+00 -7.15026e+00 2.80413e+01
1.78000e+00 -8.11331e+00 -7.08239e+00 2.78767e+01
1.79000e+00 -8.01249e+00 -7.02867e+00 2.77043e+01
1.80000e+00 -7.91685e+00 -6.98920e+00 2.75260e+01
1.81000e+00 -7.82724e+00 -6.96390e+00 2.73435e+01
1.82000e+00 -7.74442e+00 -6.95262e+00 2.71584e+01
1.83000e+00 -7.66908e+00 -6.95510e+00 2.69725e+01
1.84000e+00 -7.60180e+00 -6.97100e+00 2.67872e+01
1.85000e+00 -7.54307e+00 -6.99993e+00 2.66042e+01
1.86000e+00 -7.49330e+00 -7.04142e+00 2.64248e+01
1.87000e+00 -7.45279e+00 -7.09500e+00 2.62506e+01
1.88000e+00 -7.42180e+00 -7.16010e+00 2.60828e+01
1.89000e+00 -7.40050e+00 -7.23618e+00 2.59227e+01
1.90000e+00 -7.38896e+00 -7.32263e+00 2.57717e+01
1.91000e+00 -7.38723e+00 -7.41882e+00 2.56307e+01
1.92000e+00 -7.39526e+00 -7.52407e+00 2.55011e+01
1.93000e+00 -7.41295e+00 -7.63769e+00 2.53839e+01
1.94000e+00 -7.44014e+00 -7.75892e+00 2.52800e+01
1.95000e+00 -7.47662e+00 -7.88698e+00 2.51905e+01
1.96000e+00 -7.52211e+00 -8.02101e+00 2.51162e+01
1.97000e+00 -7.57628e+00 -8.16010e+00 2.50579e+01
1.98000e+00 -7.63874e+00 -8.30327e+00 2.50164e+01
1.99000e+00 -7.70903e+00 -8.44948e+00 2.49924e+01
2.00000e+00 -7.78665e+00 -8.59760e+00 2.49864e+01
2.01000e+00 -7.87102e+00 -8.74642e+00 2.49989e+01
2.02000e+00 -7.96150e+00 -8.89467e+00 2.50301e+01
2.03000e+00 -8.05740e+00 -9.04096e+00 2.50803e+01
2.04000e+00 -8.15795e+00 -9.18386e+00 2.51494e+01
2.05000e+00 -8.26230e+00 -9.32187e+00 2.52373e+01
2.06000e+00 -8.36955e+00 -9.45342e+00 2.53437e+01
2.07000e+00 -8.47874e+00 -9.57691e+00 2.54678e+01
2.08000e+00 -8.58883e+00 -9.69073e+00 2.56091e+01
2.09000e+00 -8.69875e+00 -9.79328e+00 2.57663e+01
2.10000e+00 -8.80735e+00 -9.88297e+00 2.59382e+01
2.11000e+00 -8.91348e+00 -9.95832e+00 2.61232e+01
2.12000e+00 -9.01592e+00 -1.00179e+01 2.63196e+01
2.13000e+00 -9.11348e+00 -1.00606e+01 2.65252e+01
2.14000e+00 -9.20494e+00 -1.00852e+01 2.67378e+01
2.15000e+00 -9.28915e+00 -1.00910e+01 2.69550e+01
2.16000e+00 -9.36495e+00 -1.00774e+01 2.71741e+01
2.17000e+00 -9.43130e+00 -1.00441e+01 2.73923e+01
2.18000e+00 -9.48721e+00 -9.99124e+00 2.76068e+01
2.19000e+00 -9.53184e+00 -9.91911e+00 2.78147e+01
2.20000e+00 -9.56445e+00 -9.82847e+00 2.80133e+01
2.21000e+00 -9.58448e+00 -9.72040e+00 2.81999e+01
2.22000e+00 -9.59153e+00 -9.59626e+00 2.83718e+01
2.23000e+00 -9.58539e+00 -9.45775e+00 2.85268e+01
2.24000e+00 -9.56603e+00 -9.30679e+00 2.86629e+01
2.25000e+00 -9.53363e+00 -9.14553e+00 2.87782e+01
2.26000e+00 -9.48856e+00 -8.97628e+00 2.88715e+01
2.27000e+00 -9.43139e+00 -8.80144e+00 2.89416e+01
2.28000e+00 -9.36285e+00 -8.62347e+00 2.89879e+01
2.29000e+00 -9.28384e+00 -8.44478e+00 2.90103e+01
2.30000e+00 -9.19541e+00 -8.26775e+00 2.90088e+01
2.31000e+00 -9.09871e+00 -8.09462e+00 2.89839e+01
2.32000e+00 -8.99502e+00 -7.92747e+00 2.89363e+01
2.33000e+00 -8.88566e+00 -7.76822e+00 2.88672e+01
2.34000e+00 -8.77200e+00 -7.61852e+00 2.87777e+01
2.35000e+00 -8.65543e+00 -7.47984e+00 2.86695e+01
2.36000e+00 -8.53734e+00 -7.35340e+00 2.85441e+01
2.37000e+00 -8.41909e+00 -7.24016e+00 2.84033e+01
2.38000e+00 -8.30198e+00 -7.14090e+00 2.82490e+01
2.39000e+00 -8.18727e+00 -7.05615e+00 2.80830e+01
2.40000e+00 -8.07613e+00 -6.98627e+00 2.79073e+01
2.41000e+00 -7.96965e+00 -6.93144e+00 2.77237e+01
2.42000e+00 -7.86881e+00 -6.89167e+00 2.75341e+01
2.43000e+00 -7.77450e+00 -6.86687e+00 2.73404e+01
2.44000e+00 -7.68753e+00 -6.85681e+00 2.71443e+01
2.45000e+00 -7.60857e+00 -6.86118e+00 2.69475e+01
2.46000e+00 -7.53823e+00 -6.87960e+00 2.67517e+01
2.47000e+00 -7.47700e+00 -6.91163e+00 2.65585e+01
2.48000e+00 -7.42528e+00 -6.95677e+00 2.63693e+01
2.49000e+00 -7.38339e+00 -7.01448e+00 2.61857e+01
2.50000e+00 -7.35156e+00 -7.08420e+00 2.60090e+01
2.51000e+00 -7.32995e+00 -7.16533e+00 2.58406e+01
2.52000e+00 -7.31865e+00 -7.25725e+00 2.56817e+01
2.53000e+00 -7.31767e+00 -7.35930e+00 2.55335e+01
2.54000e+00 -7.32695e+00 -7.47081e+00 2.53973e+01
2.55000e+00 -7.34639e+00 -7.59103e+00 2.52741e+01
2.56000e+00 -7.37581e+00 -7.71923e+00 2.51651e+01
2.57000e+00 -7.41499e+00 -7.85457e+00 2.50710e+01
2.58000e+00 -7.46362e+00 -7.99620e+00 2.49931e+01
2.59000e+00 -7.52138e+00 -8.14318e+00 2.49320e+01
2.60000e+00 -7.58784e+00 -8.29450e+00 2.48886e+01
2.61000e+00 -7.66254e+00 -8.44909e+00 2.48635e+01
2.62000e+00 -7.74496e+00 -8.60578e+00 2.48575e+01
2.63000e+00 -7.83450e+00 -8.76331e+00 2.48710e+01
2.64000e+00 -7.93049e+00 -8.92034e+00 2.49043e+01
2.65000e+00 -8.03221e+00 -9.07542e+00 2.49577e+01
2.66000e+00 -8.13885e+00 -9.22704e+00 2.50311e+01
2.67000e+00 -8.24955e+00 -9.37360e+00 2.51245e+01
2.68000e+00 -8.36334e+00 -9.51343e+00 2.52375e+01
2.69000e+00 -8.47921e+00 -9.64482e+00 2.53696e+01
2.70000e+00 -8.59609e+00 -9.76603e+00 2.55198e+01
2.71000e+00 -8.71281e+00 -9.87533e+00 2.56871e+01
2.72000e+00 -8.82818e+00 -9.97101e+00 2.58701e+01
2.73000e+00 -8.94095e+00 -1.00514e+01 2.60673e+01
2.74000e+00 -9.04985e+00 -1.01151e+01 2.62766e+01
2.75000e+00 -9.15357e+00 -1.01606e+01 2.64959e+01
2.76000e+00 -9.25083e+00 -1.01869e+01 2.67228e+01
2.77000e+00 -9.34037e+00 -1.01930e+01 2.69545e+01
2.78000e+00 -9.42095e+00 -1.01782e+01 2.71883e+01
2.79000e+00 -9.49145e+00 -1.01423e+01 2.74212e+01
2.80000e+00 -9.55079e+00 -1.00853e+01 2.76501e+01
2.81000e+00 -9.59806e+00 -1.00076e+01 2.78720e+01
2.82000e+00 -9.63246e+00 -9.91003e+00 2.80837e+01
2.83000e+00 -9.65340e+00 -9.79373e+00 2.82824e+01
2.84000e+00 -9.66042e+00 -9.66020e+00 2.84653e+01
2.85000e+00 -9.65331e+00 -9.51129e+00 2.86299e+01
2.86000e+00 -9.63205e+00 -9.34912e+00 2.87740e+01
2.87000e+00 -9.59683e+00 -9.17603e+00 2.88957e+01
2.88000e+00 -9.54806e+00 -8.99454e+00 2.89937e+01
2.89000e+00 -9.48636e+00 -8.80727e+00 2.90667e+01
2.90000e+00 -9.41254e+00 -8.61689e+00 2.91143e+01
2.91000e+00 -9.32759e+00 -8.42604e+00 2.91361e+01
2.92000e+00 -9.23263e+00 -8.23726e+00 2.91324e+01
2.93000e+00 -9.12895e+00 -8.05297e+00 2.91036e+01
2.94000e+00 -9.01791e+00 -7.87541e+00 2.90508e+01
2.95000e+00 -8.90094e+00 -7.70657e+00 2.89751e+01
2.96000e+00 -8.77953e+00 -7.54824e+00 2.88779e+01
2.97000e+00 -8.65518e+00 -7.40191e+00 2.87609e+01
2.98000e+00 -8.52937e+00 -7.26885e+00 2.86259e+01
2.99000e+00 -8.40355e+00 -7.15005e+00 2.84748e+01
3.00000e+00 -8.27913e+00 -7.04626e+00 2.83097e+01
3.01000e+00 -8.15741e+00 -6.95799e+00 2.81324e+01
3.02000e+00 -8.03964e+00 -6.88557e+00 2.79451e+01
3.03000e+00 -7.92696e+00 -6.82912e+00 2.77498e+01
3.04000e+00 -7.82040e+00 -6.78861e+00 2.75485e+01
3.05000e+00 -7.72089e+00 -6.76389e+00 2.73430e+01
3.06000e+00 -7.62925e+00 -6.75468e+00 2.71352e+01
3.07000e+00 -7.54620e+00 -6.76061e+00 2.69270e+01
3.08000e+00 -7.47232e+00 -6.78125e+00 2.67200e+01
3.09000e+00 -7.40813e+00 -6.81610e+00 2.65159e+01
3.10000e+00 -7.35403e+00 -6.86463e+00 2.63163e+01
3.11000e+00 -7.31034e+00 -6.92626e+00 2.61225e+01
3.12000e+00 -7.27728e+00 -7.00040e+00 2.59362e+01
3.13000e+00 -7.25500e+00 -7.08642e+00 2.57586e+01
3.14000e+00 -7.24358e+00 -7.18368e+00 2.55911e+01
3.15000e+00 -7.24301e+00 -7.29150e+00 2.54349e+01
3.16000e+00 -7.25324e+00 -7.40920e+00 2.52912e+01
3.17000e+00 -7.27415e+00 -7.53602e+00 2.51612e+01
3.18000e+00 -7.30555e+00 -7.67121e+00 2.50460e+01
3.19000e+00 -7.34719e+00 -7.81393e+00 2.49466e+01
3.20000e+00 -7.39879e+00 -7.96331e+00 2.48640e+01
3.21000e+00 -7.45997e+00 -8.11838e+00 2.47992e+01
3.22000e+00 -7.53032e+00 -8.27814e+00 2.47529e+01
3.23000e+00 -7.60936e+00 -8.44147e+00 2.47260e+01
3.24000e+00 -7.69655e+00 -8.60716e+00 2.47191e+01
3.25000e+00 -7.79127e+00 -8.77391e+00 2.47327e+01
3.26000e+00 -7.89284e+00 -8.94032e+00 2.47673e+01
3.27000e+00 -8.00050e+00 -9.10488e+00 2.48231e+01
3.28000e+00 -8.11342e+00 -9.26600e+00 2.49003e+01
3.29000e+00 -8.23070e+00 -9.42197e+00 2.49986e+01
3.30000e+00 -8.35133e+00 -9.57102e+00 2.51179e+01
3.31000e+00 -8.47427e+00 -9.71132e+00 2.52574e+01
3.32000e+00 -8.59835e+00 -9.84100e+00 2.54164e+01
3.33000e+00 -8.72238e+00 -9.95817e+00 2.55938e+01
3.34000e+00 -8.84508e+00 -1.00610e+01 2.57881e+01
3.35000e+00 -8.96511e+00 -1.01477e+01 2.59976e+01
3.36000e+00 -9.08113e+00 -1.02165e+01 2.62203e+01
3.37000e+00 -9.19173e+00 -1.02661e+01 2.64539e+01
3.38000e+00 -9.29554e+00 -1.02951e+01 2.66958e+01
3.39000e+00 -9.39118e+00 -1.03024e+01 2.69431e+01
3.40000e+00 -9.47735e+00 -1.02873e+01 2.71928e+01
3.41000e+00 -9.55278e+00 -1.02496e+01 2.74417e+01
3.42000e+00 -9.61634e+00 -1.01891e+01 2.76864e+01
3.43000e+00 -9.66702e+00 -1.01063e+01 2.79236e+01
3.44000e+00 -9.70395e+00 -1.00021e+01 2.81500e+01
3.45000e+00 -9.72645e+00 -9.87765e+00 2.83624e+01
3.46000e+00 -9.73406e+00 -9.73465e+00 2.85578e+01
3.47000e+00 -9.72652e+00 -9.57508e+00 2.87336e+01
3.48000e+00 -9.70380e+00 -9.40125e+00 2.88873e+01
3.49000e+00 -9.66612e+00 -9.21574e+00 2.90169e+01
3.50000e+00 -9.61391e+00 -9.02129e+00 2.91209e+01
3.51000e+00 -9.54786e+00 -8.82076e+00 2.91981e+01
3.52000e+00 -9.46882e+00 -8.61705e+00 2.92479e+01
3.53000e+00 -9.37789e+00 -8.41304e+00 2.92701e+01
3.54000e+00 -9.27629e+00 -8.21147e+00 2.92649e+01
3.55000e+00 -9.16540e+00 -8.01497e+00 2.92330e+01
3.56000e+00 -9.04671e+00 -7.82591e+00 2.91754e+01
3.57000e+00 -8.92177e+00 -7.64645e+00 2.90935e+01
3.58000e+00 -8.79218e+00 -7.47845e+00 2.89887e+01
3.59000e+00 -8.65956e+00 -7.32349e+00 2.88631e+01
3.60000e+00 -8.52550e+00 -7.18289e+00 2.87184e+01
3.61000e+00 -8.39155e+00 -7.05763e+00 2.85569e+01
3.62000e+00 -8.25920e+00 -6.94848e+00 2.83806e+01
3.63000e+00 -8.12986e+00 -6.85592e+00 2.81918e+01
3.64000e+00 -8.00483e+00 -6.78024e+00 2.79925e+01
3.65000e+00 -7.88532e+00 -6.72151e+00 2.77850e+01
3.66000e+00 -7.77241e+00 -6.67966e+00 2.75714e+01
3.67000e+00 -7.66707e+00 -6.65446e+00 2.73535e+01
3.68000e+00 -7.57015e+00 -6.64557e+00 2.71335e+01
3.69000e+00 -7.48238e+00 -6.65258e+00 2.69132e+01
3.70000e+00 -7.40438e+00 -6.67498e+00 2.66943e+01
3.71000e+00 -7.33665e+00 -6.71225e+00 2.64785e+01
3.72000e+00 -7.27962e+00 -6.76379e+00 2.62675e+01
3.73000e+00 -7.23358e+00 -6.82900e+00 2.60629e+01
3.74000e+00 -7.19876e+00 -6.90724e+00 2.58660e+01
3.75000e+00 -7.17531e+00 -6.99788e+00 2.56783e+01
3.76000e+00 -7.16328e+00 -7.10024e+00 2.55011e+01
3.77000e+00 -7.16269e+00 -7.21364e+00 2.53359e+01
3.78000e+00 -7.17344e+00 -7.33738e+00 2.51837e+01
3.79000e+00 -7.19542e+00 -7.47070e+00 2.50458e+01
3.80000e+00 -7.22842e+00 -7.61283e+00 2.49234e+01
3.81000e+00 -7.27221e+00 -7.76294e+00 2.48175e+01
3.82000e+00 -7.32646e+00 -7.92014e+00 2.47292e+01
3.83000e+00 -7.39081e+00 -8.08347e+00 2.46594e+01
3.84000e+00 -7.46484e+00 -8.25190e+00 2.46092e+01
3.85000e+00 -7.54805e+00 -8.42428e+00 2.45792e+01
3.86000e+00 -7.63989e+00 -8.59939e+00 2.45702e+01
3.87000e+00 -7.73973e+00 -8.77589e+00 2.45829e+01
3.88000e+00 -7.84687e+00 -8.95231e+00 2.46178e+01
3.89000e+00 -7.96054e+00 -9.12710e+00 2.46750e+01
3.90000e+00 -8.07988e+00 -9.29856e+00 2.47549e+01
3.91000e+00 -8.20395e+00 -9.46491e+00 2.48573e+01
3.92000e+00 -8.33172e+00 -9.62427e+00 2.49820e+01
3.93000e+00 -8.46208e+00 -9.77466e+00 2.51285e+01
3.94000e+00 -8.59382e+00 -9.91408e+00 2.52958e+01
3.95000e+00 -8.72569e+00 -1.00405e+01 2.54829e+01
3.96000e+00 -8.85632e+00 -1.01519e+01 2.56884e+01
3.97000e+00 -8.98432e+00 -1.02463e+01 2.59104e+01
3.98000e+00 -9.10822e+00 -1.03218e+01 2.61468e+01
3.99000e+00 -9.22654e+00 -1.03769e+01 2.63953e+01
4.00000e+00 -9.33779e+00 -1.04100e+01 2.66530e+01
4.01000e+00 -9.44049e+00 -1.04199e+01 2.69169e+01
4.02000e+00 -9.53320e+00 -1.04058e+01 2.71837e+01
4.03000e+00 -9.61458e+00 -1.03673e+01 2.74499e+01
4.04000e+00 -9.68336e+00 -1.03043e+01 2.77120e+01
4.05000e+00 -9.73843e+00 -1.02172e+01 2.79663e+01
4.06000e+00 -9.77884e+00 -1.01069e+01 2.82093e+01
4.07000e+00 -9.80383e+00 -9.97469e+00 2.84374e+01
4.08000e+00 -9.81287e+00 -9.82232e+00 2.86474e+01
4.09000e+00 -9.80566e+00 -9.65197e+00 2.88363e+01
4.10000e+00 -9.78216e+00 -9.46616e+00 2.90015e+01
4.11000e+00 -9.74257e+00 -9.26768e+00 2.91409e+01
4.12000e+00 -9.68738e+00 -9.05953e+00 2.92527e+01
4.13000e+00 -9.61728e+00 -8.84484e+00 2.93357e+01
