#time x y z
5.02400e+01 -3.80766e+00 -5.74818e+00 1.63138e+01
5.02500e+01 -4.01151e+00 -6.14945e+00 1.61140e+01
5.02600e+01 -4.23553e+00 -6.57931e+00 1.59489e+01
5.02700e+01 -4.48057e+00 -7.03916e+00 1.58220e+01
5.02800e+01 -4.74755e+00 -7.53015e+00 1.57372e+01
5.02900e+01 -5.03739e+00 -8.05312e+00 1.56992e+01
5.03000e+01 -5.35098e+00 -8.60838e+00 1.57131e+01
5.03100e+01 -5.68912e+00 -9.19567e+00 1.57845e+01
5.03200e+01 -6.05248e+00 -9.81385e+00 1.59198e+01
5.03300e+01 -6.44150e+00 -1.04608e+01 1.61258e+01
5.03400e+01 -6.85632e+00 -1.11330e+01 1.64099e+01
5.03500e+01 -7.29666e+00 -1.18255e+01 1.67798e+01
5.03600e+01 -7.76170e+00 -1.25312e+01 1.72433e+01
5.03700e+01 -8.24994e+00 -1.32412e+01 1.78079e+01
5.03800e+01 -8.75902e+00 -1.39438e+01 1.84804e+01
5.03900e+01 -9.28559e+00 -1.46248e+01 1.92665e+01
5.04000e+01 -9.82513e+00 -1.52671e+01 2.01696e+01
5.04100e+01 -1.03718e+01 -1.58511e+01 2.11904e+01
5.04200e+01 -1.09183e+01 -1.63550e+01 2.23258e+01
5.04300e+01 -1.14560e+01 -1.67551e+01 2.35676e+01
5.04400e+01 -1.19745e+01 -1.70275e+01 2.49022e+01
5.04500e+01 -1.24625e+01 -1.71491e+01 2.63096e+01
5.04600e+01 -1.29076e+01 -1.70998e+01 2.77635e+01
5.04700e+01 -1.32966e+01 -1.68641e+01 2.92315e+01
5.04800e+01 -1.36168e+01 -1.64335e+01 3.06761e+01
5.04900e+01 -1.38561e+01 -1.58082e+01 3.20572e+01
5.05000e+01 -1.40041e+01 -1.49980e+01 3.33339e+01
5.05100e+01 -1.40527e+01 -1.40225e+01 3.44680e+01
5.05200e+01 -1.39970e+01 -1.29106e+01 3.54269e+01
5.05300e+01 -1.38356e+01 -1.16981e+01 3.61861e+01
5.05400e+01 -1.35709e+01 -1.04253e+01 3.67309e+01
5.05500e+01 -1.32091e+01 -9.13356e+00 3.70572e+01
5.05600e+01 -1.27594e+01 -7.86241e+00 3.71710e+01
5.05700e+01 -1.22341e+01 -6.64656e+00 3.70873e+01
5.05800e+01 -1.16468e+01 -5.51413e+00 3.68273e+01
5.05900e+01 -1.10126e+01 -4.48560e+00 3.64165e+01
5.06000e+01 -1.03464e+01 -3.57365e+00 3.58822e+01
5.06100e+01 -9.66269e+00 -2.78384e+00 3.52510e+01
5.06200e+01 -8.97481e+00 -2.11564e+00 3.45479e+01
5.06300e+01 -8.29449e+00 -1.56381e+00 3.37950e+01
5.06400e+01 -7.63168e+00 -1.11976e+00 3.30106e+01
5.06500e+01 -6.99449e+00 -7.72855e-01 3.22097e+01
5.06600e+01 -6.38914e+00 -5.11449e-01 3.14042e+01
5.06700e+01 -5.82019e+00 -3.23734e-01 3.06027e+01
5.06800e+01 -5.29062e+00 -1.98343e-01 2.98115e+01
5.06900e+01 -4.80209e+00 -1.24750e-01 2.90349e+01
5.07000e+01 -4.35517e+00 -9.34993e-02 2.82756e+01
5.07100e+01 -3.94951e+00 -9.63137e-02 2.75354e+01
5.07200e+01 -3.58409e+00 -1.26110e-01 2.68148e+01
5.07300e+01 -3.25733e+00 -1.76951e-01 2.61143e+01
5.07400e+01 -2.96732e+00 -2.43962e-01 2.54335e+01
5.07500e+01 -2.71191e+00 -3.23227e-01 2.47721e+01
5.07600e+01 -2.48881e+00 -4.11677e-01 2.41297e+01
5.07700e+01 -2.29571e+00 -5.06977e-01 2.35055e+01
5.07800e+01 -2.13032e+00 -6.07424e-01 2.28991e+01
5.07900e+01 -1.99042e+00 -7.11848e-01 2.23099e+01
5.08000e+01 -1.87393e+00 -8.19525e-01 2.17374e+01
5.08100e+01 -1.77892e+00 -9.30108e-01 2.11812e+01
5.08200e+01 -1.70361e+00 -1.04356e+00 2.06407e+01
5.08300e+01 -1.64641e+00 -1.16009e+00 2.01158e+01
5.08400e+01 -1.60591e+00 -1.28014e+00 1.96060e+01
5.08500e+01 -1.58088e+00 -1.40432e+00 1.91112e+01
5.08600e+01 -1.57028e+00 -1.53338e+00 1.86311e+01
5.08700e+01 -1.57324e+00 -1.66820e+00 1.81656e+01
5.08800e+01 -1.58907e+00 -1.80980e+00 1.77147e+01
5.08900e+01 -1.61724e+00 -1.95927e+00 1.72784e+01
5.09000e+01 -1.65738e+00 -2.11782e+00 1.68566e+01
5.09100e+01 -1.70928e+00 -2.28674e+00 1.64496e+01
5.09200e+01 -1.77287e+00 -2.46742e+00 1.60576e+01
5.09300e+01 -1.84824e+00 -2.66135e+00 1.56808e+01
5.09400e+01 -1.93559e+00 -2.87011e+00 1.53198e+01
5.09500e+01 -2.03528e+00 -3.09540e+00 1.49751e+01
5.09600e+01 -2.14779e+00 -3.33901e+00 1.46474e+01
5.09700e+01 -2.27375e+00 -3.60284e+00 1.43377e+01
5.09800e+01 -2.41388e+00 -3.88894e+00 1.40470e+01
5.09900e+01 -2.56907e+00 -4.19941e+00 1.37767e+01
5.10000e+01 -2.74030e+00 -4.53652e+00 1.35286e+01
5.10100e+01 -2.92871e+00 -4.90260e+00 1.33046e+01
5.10200e+01 -3.13552e+00 -5.30006e+00 1.31071e+01
5.10300e+01 -3.36208e+00 -5.73136e+00 1.29389e+01
5.10400e+01 -3.60987e+00 -6.19898e+00 1.28036e+01
5.10500e+01 -3.88044e+00 -6.70531e+00 1.27051e+01
5.10600e+01 -4.17540e+00 -7.25261e+00 1.26481e+01
5.10700e+01 -4.49644e+00 -7.84287e+00 1.26382e+01
5.10800e+01 -4.84524e+00 -8.47766e+00 1.26817e+01
5.10900e+01 -5.22346e+00 -9.15793e+00 1.27859e+01
5.11000e+01 -5.63263e+00 -9.88375e+00 1.29594e+01
5.11100e+01 -6.07409e+00 -1.06540e+01 1.32115e+01
5.11200e+01 -6.54889e+00 -1.14660e+01 1.35527e+01
5.11300e+01 -7.05761e+00 -1.23150e+01 1.39944e+01
5.11400e+01 -7.60023e+00 -1.31937e+01 1.45488e+01
5.11500e+01 -8.17585e+00 -1.40917e+01 1.52282e+01
5.11600e+01 -8.78254e+00 -1.49949e+01 1.60448e+01
5.11700e+01 -9.41696e+00 -1.58849e+01 1.70097e+01
5.11800e+01 -1.00742e+01 -1.67386e+01 1.81318e+01
5.11900e+01 -1.07472e+01 -1.75283e+01 1.94162e+01
5.12000e+01 -1.14269e+01 -1.82216e+01 2.08627e+01
5.12100e+01 -1.21019e+01 -1.87826e+01 2.24640e+01
5.12200e+01 -1.27580e+01 -1.91731e+01 2.42036e+01
5.12300e+01 -1.33791e+01 -1.93556e+01 2.60545e+01
5.12400e+01 -1.39470e+01 -1.92962e+01 2.79786e+01
5.12500e+01 -1.44424e+01 -1.89686e+01 2.99267e+01
5.12600e+01 -1.48458e+01 -1.83577e+01 3.18409e+01
5.12700e+01 -1.51390e+01 -1.74638e+01 3.36576e+01
5.12800e+01 -1.53061e+01 -1.63042e+01 3.53126e+01
5.12900e+01 -1.53355e+01 -1.49135e+01 3.67471e+01
5.13000e+01 -1.52205e+01 -1.33420e+01 3.79133e+01
5.13100e+01 -1.49606e+01 -1.16507e+01 3.87787e+01
5.13200e+01 -1.45614e+01 -9.90629e+00 3.93296e+01
5.13300e+01 -1.40343e+01 -8.17416e+00 3.95706e+01
5.13400e+01 -1.33955e+01 -6.51304e+00 3.95230e+01
5.13500e+01 -1.26648e+01 -4.97048e+00 3.92206e+01
5.13600e+01 -1.18641e+01 -3.58051e+00 3.87050e+01
5.13700e+01 -1.10155e+01 -2.36325e+00 3.80208e+01
5.13800e+01 -1.01405e+01 -1.32610e+00 3.72118e+01
5.13900e+01 -9.25875e+00 -4.65961e-01 3.63174e+01
5.14000e+01 -8.38717e+00 2.28045e-01 3.53713e+01
5.14100e+01 -7.53990e+00 7.71895e-01 3.44007e+01
5.14200e+01 -6.72801e+00 1.18431e+00 3.34261e+01
5.14300e+01 -5.95971e+00 1.48488e+00 3.24627e+01
5.14400e+01 -5.24054e+00 1.69273e+00 3.15205e+01
5.14500e+01 -4.57380e+00 1.82564e+00 3.06057e+01
5.14600e+01 -3.96083e+00 1.89955e+00 2.97219e+01
5.14700e+01 -3.40144e+00 1.92833e+00 2.88703e+01
5.14800e+01 -2.89424e+00 1.92379e+00 2.80508e+01
5.14900e+01 -2.43695e+00 1.89577e+00 2.72624e+01
5.15000e+01 -2.02664e+00 1.85234e+00 2.65038e+01
5.15100e+01 -1.65999e+00 1.80001e+00 2.57732e+01
5.15200e+01 -1.33343e+00 1.74393e+00 2.50689e+01
5.15300e+01 -1.04330e+00 1.68814e+00 2.43892e+01
5.15400e+01 -7.85939e-01 1.63572e+00 2.37324e+01
5.15500e+01 -5.57801e-01 1.58901e+00 2.30973e+01
5.15600e+01 -3.55470e-01 1.54973e+00 2.24825e+01
5.15700e+01 -1.75719e-01 1.51914e+00 2.18869e+01
5.15800e+01 -1.55286e-02 1.49811e+00 2.13095e+01
5.15900e+01 1.27906e-01 1.48727e+00 2.07496e+01
5.16000e+01 2.57169e-01 1.48703e+00 2.02065e+01
5.16100e+01 3.74633e-01 1.49770e+00 1.96794e+01
5.16200e+01 4.82472e-01 1.51949e+00 1.91680e+01
5.16300e+01 5.82667e-01 1.55259e+00 1.86716e+01
5.16400e+01 6.77034e-01 1.59721e+00 1.81901e+01
5.16500e+01 7.67232e-01 1.65357e+00 1.77230e+01
5.16600e+01 8.54788e-01 1.72194e+00 1.72702e+01
5.16700e+01 9.41115e-01 1.80269e+00 1.68313e+01
5.16800e+01 1.02753e+00 1.89627e+00 1.64064e+01
5.16900e+01 1.11527e+00 2.00323e+00 1.59953e+01
5.17000e+01 1.20550e+00 2.12422e+00 1.55980e+01
5.17100e+01 1.29938e+00 2.26004e+00 1.52147e+01
5.17200e+01 1.39800e+00 2.41161e+00 1.48454e+01
5.17300e+01 1.50247e+00 2.57999e+00 1.44904e+01
5.17400e+01 1.61388e+00 2.76639e+00 1.41502e+01
5.17500e+01 1.73335e+00 2.97218e+00 1.38252e+01
5.17600e+01 1.86203e+00 3.19888e+00 1.35162e+01
5.17700e+01 2.00112e+00 3.44818e+00 1.32238e+01
5.17800e+01 2.15187e+00 3.72194e+00 1.29493e+01
5.17900e+01 2.31559e+00 4.02219e+00 1.26939e+01
5.18000e+01 2.49367e+00 4.35111e+00 1.24592e+01
5.18100e+01 2.68758e+00 4.71104e+00 1.22471e+01
5.18200e+01 2.89889e+00 5.10448e+00 1.20601e+01
5.18300e+01 3.12926e+00 5.53400e+00 1.19009e+01
5.18400e+01 3.38044e+00 6.00226e+00 1.17729e+01
5.18500e+01 3.65425e+00 6.51193e+00 1.16802e+01
5.18600e+01 3.95262e+00 7.06559e+00 1.16276e+01
5.18700e+01 4.27751e+00 7.66564e+00 1.16207e+01
5.18800e+01 4.63091e+00 8.31414e+00 1.16660e+01
5.18900e+01 5.01480e+00 9.01257e+00 1.17713e+01
5.19000e+01 5.43107e+00 9.76162e+00 1.19453e+01
5.19100e+01 5.88145e+00 1.05608e+01 1.21981e+01
5.19200e+01 6.36737e+00 1.14082e+01 1.25410e+01
5.19300e+01 6.88986e+00 1.22996e+01 1.29864e+01
5.19400e+01 7.44933e+00 1.32283e+01 1.35478e+01
5.19500e+01 8.04535e+00 1.41842e+01 1.42394e+01
5.19600e+01 8.67638e+00 1.51533e+01 1.50754e+01
5.19700e+01 9.33948e+00 1.61168e+01 1.60692e+01
5.19800e+01 1.00299e+01 1.70506e+01 1.72322e+01
5.19900e+01 1.07410e+01 1.79250e+01 1.85723e+01
5.20000e+01 1.14632e+01 1.87047e+01 2.00919e+01
5.20100e+01 1.21848e+01 1.93499e+01 2.17858e+01
5.20200e+01 1.28908e+01 1.98175e+01 2.36386e+01
5.20300e+01 1.35638e+01 2.00638e+01 2.56231e+01
5.20400e+01 1.41839e+01 2.00485e+01 2.76991e+01
5.20500e+01 1.47294e+01 1.97391e+01 2.98133e+01
5.20600e+01 1.51785e+01 1.91155e+01 3.19009e+01
5.20700e+01 1.55101e+01 1.81748e+01 3.38900e+01
5.20800e+01 1.57059e+01 1.69341e+01 3.57071e+01
5.20900e+01 1.57520e+01 1.54311e+01 3.72838e+01
5.21000e+01 1.56401e+01 1.37222e+01 3.85641e+01
5.21100e+01 1.53692e+01 1.18771e+01 3.95102e+01
5.21200e+01 1.49449e+01 9.97244e+00 4.01060e+01
5.21300e+01 1.43799e+01 8.08342e+00 4.03574e+01
5.21400e+01 1.36925e+01 6.27726e+00 4.02897e+01
5.21500e+01 1.29048e+01 4.60772e+00 3.99429e+01
5.21600e+01 1.20414e+01 3.11248e+00 3.93657e+01
5.21700e+01 1.11272e+01 1.81274e+00 3.86101e+01
5.21800e+01 1.01862e+01 7.14935e-01 3.77259e+01
5.21900e+01 9.23974e+00 -1.86431e-01 3.67574e+01
5.22000e+01 8.30656e+00 -9.05460e-01 3.57421e+01
5.22100e+01 7.40181e+00 -1.46162e+00 3.47093e+01
5.22200e+01 6.53723e+00 -1.87701e+00 3.36807e+01
5.22300e+01 5.72128e+00 -2.17426e+00 3.26716e+01
5.22400e+01 4.95952e+00 -2.37505e+00 3.16919e+01
5.22500e+01 4.25500e+00 -2.49921e+00 3.07471e+01
5.22600e+01 3.60870e+00 -2.56428e+00 2.98398e+01
5.22700e+01 3.01995e+00 -2.58533e+00 2.89705e+01
5.22800e+01 2.48683e+00 -2.57503e+00 2.81381e+01
5.22900e+01 2.00651e+00 -2.54383e+00 2.73410e+01
5.23000e+01 1.57553e+00 -2.50023e+00 2.65771e+01
5.23100e+01 1.19003e+00 -2.45099e+00 2.58440e+01
5.23200e+01 8.45955e-01 -2.40146e+00 2.51397e+01
5.23300e+01 5.39178e-01 -2.35578e+00 2.44620e+01
5.23400e+01 2.65623e-01 -2.31711e+00 2.38091e+01
5.23500e+01 2.13419e-02 -2.28786e+00 2.31793e+01
5.23600e+01 -1.97439e-01 -2.26981e+00 2.25714e+01
5.23700e+01 -3.94279e-01 -2.26428e+00 2.19841e+01
5.23800e+01 -5.72507e-01 -2.27224e+00 2.14165e+01
5.23900e+01 -7.35216e-01 -2.29442e+00 2.08677e+01
5.24000e+01 -8.85263e-01 -2.33139e+00 2.03371e+01
5.24100e+01 -1.02528e+00 -2.38362e+00 1.98242e+01
5.24200e+01 -1.15770e+00 -2.45151e+00 1.93286e+01
5.24300e+01 -1.28476e+00 -2.53551e+00 1.88500e+01
5.24400e+01 -1.40851e+00 -2.63608e+00 1.83884e+01
5.24500e+01 -1.53089e+00 -2.75374e+00 1.79436e+01
5.24600e+01 -1.65366e+00 -2.88913e+00 1.75157e+01
5.24700e+01 -1.77853e+00 -3.04297e+00 1.71051e+01
5.24800e+01 -1.90707e+00 -3.21612e+00 1.67118e+01
5.24900e+01 -2.04084e+00 -3.40955e+00 1.63366e+01
5.25000e+01 -2.18130e+00 -3.62438e+00 1.59800e+01
5.25100e+01 -2.32993e+00 -3.86189e+00 1.56428e+01
5.25200e+01 -2.48818e+00 -4.12347e+00 1.53260e+01
5.25300e+01 -2.65748e+00 -4.41066e+00 1.50310e+01
5.25400e+01 -2.83930e+00 -4.72513e+00 1.47594e+01
5.25500e+01 -3.03514e+00 -5.06865e+00 1.45129e+01
5.25600e+01 -3.24652e+00 -5.44309e+00 1.42939e+01
5.25700e+01 -3.47498e+00 -5.85038e+00 1.41049e+01
5.25800e+01 -3.72213e+00 -6.29242e+00 1.39493e+01
5.25900e+01 -3.98958e+00 -6.77110e+00 1.38307e+01
5.26000e+01 -4.27898e+00 -7.28813e+00 1.37535e+01
5.26100e+01 -4.59196e+00 -7.84498e+00 1.37227e+01
5.26200e+01 -4.93011e+00 -8.44271e+00 1.37442e+01
5.26300e+01 -5.29497e+00 -9.08182e+00 1.38246e+01
5.26400e+01 -5.68791e+00 -9.76198e+00 1.39713e+01
5.26500e+01 -6.11013e+00 -1.04818e+01 1.41929e+01
5.26600e+01 -6.56247e+00 -1.12384e+01 1.44985e+01
5.26700e+01 -7.04537e+00 -1.20272e+01 1.48981e+01
5.26800e+01 -7.55867e+00 -1.28413e+01 1.54022e+01
5.26900e+01 -8.10144e+00 -1.36711e+01 1.60214e+01
5.27000e+01 -8.67179e+00 -1.45039e+01 1.67661e+01
5.27100e+01 -9.26661e+00 -1.53233e+01 1.76455e+01
5.27200e+01 -9.88134e+00 -1.61090e+01 1.86669e+01
5.27300e+01 -1.05098e+01 -1.68369e+01 1.98342e+01
5.27400e+01 -1.11437e+01 -1.74788e+01 2.11470e+01
5.27500e+01 -1.17730e+01 -1.80039e+01 2.25986e+01
5.27600e+01 -1.23855e+01 -1.83796e+01 2.41749e+01
5.27700e+01 -1.29668e+01 -1.85734e+01 2.58529e+01
5.27800e+01 -1.35013e+01 -1.85559e+01 2.76005e+01
5.27900e+01 -1.39720e+01 -1.83036e+01 2.93762e+01
5.28000e+01 -1.43620e+01 -1.78023e+01 3.11311e+01
5.28100e+01 -1.46549e+01 -1.70497e+01 3.28108e+01
5.28200e+01 -1.48366e+01 -1.60577e+01 3.43601e+01
5.28300e+01 -1.48961e+01 -1.48525e+01 3.57268e+01
5.28400e+01 -1.48264e+01 -1.34739e+01 3.68666e+01
5.28500e+01 -1.46258e+01 -1.19718e+01 3.77476e+01
5.28600e+01 -1.42976e+01 -1.04023e+01 3.83522e+01
5.28700e+01 -1.38504e+01 -8.82216e+00 3.86786e+01
5.28800e+01 -1.32970e+01 -7.28434e+00 3.87395e+01
5.28900e+01 -1.26538e+01 -5.83378e+00 3.85595e+01
5.29000e+01 -1.19394e+01 -4.50490e+00 3.81713e+01
5.29100e+01 -1.11734e+01 -3.32060e+00 3.76121e+01
5.29200e+01 -1.03752e+01 -2.29266e+00 3.69198e+01
5.29300e+01 -9.56271e+00 -1.42312e+00 3.61302e+01
5.29400e+01 -8.75228e+00 -7.06330e-01 3.52748e+01
5.29500e+01 -7.95771e+00 -1.31149e-01 3.43804e+01
5.29600e+01 -7.19029e+00 3.17015e-01 3.34683e+01
5.29700e+01 -6.45874e+00 6.54439e-01 3.25545e+01
5.29800e+01 -5.76938e+00 8.97734e-01 3.16507e+01
5.29900e+01 -5.12638e+00 1.06288e+00 3.07650e+01
5.30000e+01 -4.53202e+00 1.16462e+00 2.99022e+01
5.30100e+01 -3.98707e+00 1.21611e+00 2.90652e+01
5.30200e+01 -3.49104e+00 1.22877e+00 2.82553e+01
5.30300e+01 -3.04249e+00 1.21232e+00 2.74724e+01
5.30400e+01 -2.63927e+00 1.17486e+00 2.67160e+01
5.30500e+01 -2.27872e+00 1.12303e+00 2.59851e+01
5.30600e+01 -1.95790e+00 1.06215e+00 2.52785e+01
5.30700e+01 -1.67365e+00 9.96455e-01 2.45949e+01
5.30800e+01 -1.42281e+00 9.29195e-01 2.39330e+01
5.30900e+01 -1.20221e+00 8.62849e-01 2.32917e+01
5.31000e+01 -1.00880e+00 7.99244e-01 2.26697e+01
5.31100e+01 -8.39662e-01 7.39679e-01 2.20662e+01
5.31200e+01 -6.92053e-01 6.85038e-01 2.14802e+01
5.31300e+01 -5.63429e-01 6.35877e-01 2.09108e+01
5.31400e+01 -4.51446e-01 5.92504e-01 2.03575e+01
5.31500e+01 -3.53960e-01 5.55039e-01 1.98196e+01
5.31600e+01 -2.69032e-01 5.23470e-01 1.92964e+01
5.31700e+01 -1.94908e-01 4.97693e-01 1.87874e+01
5.31800e+01 -1.30017e-01 4.77544e-01 1.82923e+01
5.31900e+01 -7.29541e-02 4.62832e-01 1.78105e+01
5.32000e+01 -2.24668e-02 4.53354e-01 1.73416e+01
5.32100e+01 2.25593e-02 4.48914e-01 1.68853e+01
5.32200e+01 6.31146e-02 4.49336e-01 1.64411e+01
5.32300e+01 1.00080e-01 4.54475e-01 1.60089e+01
5.32400e+01 1.34240e-01 4.64218e-01 1.55881e+01
5.32500e+01 1.66296e-01 4.78499e-01 1.51786e+01
5.32600e+01 1.96880e-01 4.97292e-01 1.47801e+01
5.32700e+01 2.26560e-01 5.20625e-01 1.43922e+01
5.32800e+01 2.55859e-01 5.48574e-01 1.40148e+01
5.32900e+01 2.85258e-01 5.81271e-01 1.36475e+01
5.33000e+01 3.15207e-01 6.18904e-01 1.32902e+01
5.33100e+01 3.46137e-01 6.61718e-01 1.29425e+01
5.33200e+01 3.78460e-01 7.10022e-01 1.26044e+01
5.33300e+01 4.12584e-01 7.64185e-01 1.22756e+01
5.33400e+01 4.48916e-01 8.24649e-01 1.19560e+01
5.33500e+01 4.87870e-01 8.91924e-01 1.16453e+01
5.33600e+01 5.29872e-01 9.66599e-01 1.13435e+01
5.33700e+01 5.75368e-01 1.04935e+00 1.10505e+01
5.33800e+01 6.24830e-01 1.14093e+00 1.07662e+01
5.33900e+01 6.78761e-01 1.24219e+00 1.04906e+01
5.34000e+01 7.37704e-01 1.35411e+00 1.02236e+01
5.34100e+01 8.02247e-01 1.47777e+00 9.96533e+00
5.34200e+01 8.73030e-01 1.61435e+00 9.71588e+00
5.34300e+01 9.50755e-01 1.76520e+00 9.47541e+00
5.34400e+01 1.03619e+00 1.93181e+00 9.24419e+00
5.34500e+01 1.13017e+00 2.11583e+00 9.02256e+00
5.34600e+01 1.23364e+00 2.31909e+00 8.81099e+00
5.34700e+01 1.34762e+00 2.54361e+00 8.61008e+00
5.34800e+01 1.47324e+00 2.79160e+00 8.42063e+00
5.34900e+01 1.61173e+00 3.06553e+00 8.24360e+00
5.35000e+01 1.76447e+00 3.36807e+00 8.08024e+00
5.35100e+01 1.93297e+00 3.70214e+00 7.93208e+00
5.35200e+01 2.11888e+00 4.07094e+00 7.80102e+00
5.35300e+01 2.32402e+00 4.47790e+00 7.68941e+00
5.35400e+01 2.55035e+00 4.92669e+00 7.60011e+00
5.35500e+01 2.80003e+00 5.42124e+00 7.53666e+00
5.35600e+01 3.07539e+00 5.96562e+00 7.50332e+00
5.35700e+01 3.37894e+00 6.56404e+00 7.50532e+00
5.35800e+01 3.71333e+00 7.22074e+00 7.54893e+00
5.35900e+01 4.08138e+00 7.93978e+00 7.64172e+00
5.36000e+01 4.48599e+00 8.72489e+00 7.79276e+00
5.36100e+01 4.93014e+00 9.57915e+00 8.01280e+00
5.36200e+01 5.41675e+00 1.05045e+01 8.31451e+00
5.36300e+01 5.94858e+00 1.15015e+01 8.71266e+00
5.36400e+01 6.52807e+00 1.25681e+01 9.22421e+00
5.36500e+01 7.15708e+00 1.36992e+01 9.86834e+00
5.36600e+01 7.83665e+00 1.48855e+01 1.06662e+01
5.36700e+01 8.56654e+00 1.61123e+01 1.16402e+01
5.36800e+01 9.34482e+00 1.73577e+01 1.28135e+01
5.36900e+01 1.01673e+01 1.85919e+01 1.42078e+01
5.37000e+01 1.10268e+01 1.97757e+01 1.58416e+01
5.37100e+01 1.19129e+01 2.08597e+01 1.77267e+01
5.37200e+01 1.28105e+01 2.17851e+01 1.98644e+01
5.37300e+01 1.37005e+01 2.24853e+01 2.22414e+01
5.37400e+01 1.45587e+01 2.28897e+01 2.48249e+01
5.37500e+01 1.53566e+01 2.29304e+01 2.75599e+01
5.37600e+01 1.60624e+01 2.25499e+01 3.03676e+01
5.37700e+01 1.66429e+01 2.17108e+01 3.31480e+01
5.37800e+01 1.70656e+01 2.04051e+01 3.57866e+01
5.37900e+01 1.73023e+01 1.86605e+01 3.81652e+01
5.38000e+01 1.73317e+01 1.65418e+01 4.01755e+01
5.38100e+01 1.71424e+01 1.41462e+01 4.17335e+01
5.38200e+01 1.67345e+01 1.15923e+01 4.27898e+01
5.38300e+01 1.61198e+01 9.00595e+00 4.33348e+01
5.38400e+01 1.53207e+01 6.50480e+00 4.33974e+01
5.38500e+01 1.43679e+01 4.18585e+00 4.30373e+01
5.38600e+01 1.32967e+01 2.11794e+00 4.23333e+01
5.38700e+01 1.21445e+01 3.39872e-01 4.13716e+01
5.38800e+01 1.09474e+01 -1.13693e+00 4.02358e+01
5.38900e+01 9.73780e+00 -2.32275e+00 3.89991e+01
5.39000e+01 8.54360e+00 -3.24284e+00 3.77208e+01
5.39100e+01 7.38699e+00 -3.93104e+00 3.64456e+01
5.39200e+01 6.28467e+00 -4.42450e+00 3.52045e+01
5.39300e+01 5.24821e+00 -4.76001e+00 3.40167e+01
5.39400e+01 4.28471e+00 -4.97156e+00 3.28929e+01
5.39500e+01 3.39753e+00 -5.08914e+00 3.18369e+01
5.39600e+01 2.58709e+00 -5.13827e+00 3.08484e+01
5.39700e+01 1.85154e+00 -5.14011e+00 2.99245e+01
5.39800e+01 1.18738e+00 -5.11183e+00 2.90605e+01
5.39900e+01 5.90012e-01 -5.06709e+00 2.82515e+01
5.40000e+01 5.41019e-02 -5.01659e+00 2.74923e+01
5.40100e+01 -4.26069e-01 -4.96861e+00 2.67783e+01
5.40200e+01 -8.56363e-01 -4.92944e+00 2.61052e+01
5.40300e+01 -1.24260e+00 -4.90382e+00 2.54693e+01
5.40400e+01 -1.59045e+00 -4.89525e+00 2.48678e+01
5.40500e+01 -1.90532e+00 -4.90627e+00 2.42980e+01
5.40600e+01 -2.19229e+00 -4.93870e+00 2.37583e+01
5.40700e+01 -2.45612e+00 -4.99383e+00 2.32471e+01
5.40800e+01 -2.70124e+00 -5.07254e+00 2.27635e+01
5.40900e+01 -2.93168e+00 -5.17545e+00 2.23069e+01
5.41000e+01 -3.15117e+00 -5.30295e+00 2.18772e+01
5.41100e+01 -3.36312e+00 -5.45535e+00 2.14745e+01
5.41200e+01 -3.57060e+00 -5.63283e+00 2.10991e+01
5.41300e+01 -3.77645e+00 -5.83554e+00 2.07517e+01
5.41400e+01 -3.98323e+00 -6.06360e+00 2.04334e+01
5.41500e+01 -4.19327e+00 -6.31708e+00 2.01455e+01
5.41600e+01 -4.40866e+00 -6.59598e+00 1.98893e+01
5.41700e+01 -4.63133e+00 -6.90027e+00 1.96669e+01
5.41800e+01 -4.86299e+00 -7.22976e+00 1.94803e+01
5.41900e+01 -5.10517e+00 -7.58415e+00 1.93320e+01
5.42000e+01 -5.35920e+00 -7.96289e+00 1.92246e+01
5.42100e+01 -5.62625e+00 -8.36514e+00 1.91612e+01
5.42200e+01 -5.90726e+00 -8.78969e+00 1.91451e+01
5.42300e+01 -6.20294e+00 -9.23485e+00 1.91798e+01
5.42400e+01 -6.51375e+00 -9.69834e+00 1.92691e+01
5.42500e+01 -6.83986e+00 -1.01772e+01 1.94169e+01
5.42600e+01 -7.18109e+00 -1.06675e+01 1.96271e+01
5.42700e+01 -7.53688e+00 -1.11646e+01 1.99035e+01
5.42800e+01 -7.90621e+00 -1.16625e+01 2.02496e+01
5.42900e+01 -8.28754e+00 -1.21543e+01 2.06685e+01
5.43000e+01 -8.67875e+00 -1.26317e+01 2.11625e+01
5.43100e+01 -9.07709e+00 -1.30851e+01 2.17326e+01
5.43200e+01 -9.47909e+00 -1.35040e+01 2.23785e+01
5.43300e+01 -9.88056e+00 -1.38768e+01 2.30981e+01
5.43400e+01 -1.02766e+01 -1.41910e+01 2.38869e+01
5.43500e+01 -1.06614e+01 -1.44341e+01 2.47380e+01
5.43600e+01 -1.10289e+01 -1.45939e+01 2.56416e+01
5.43700e+01 -1.13721e+01 -1.46589e+01 2.65848e+01
5.43800e+01 -1.16838e+01 -1.46198e+01 2.75521e+01
5.43900e+01 -1.19569e+01 -1.44694e+01 2.85252e+01
5.44000e+01 -1.21840e+01 -1.42042e+01 2.94839e+01
5.44100e+01 -1.23588e+01 -1.38246e+01 3.04068e+01
5.44200e+01 -1.24755e+01 -1.33352e+01 3.12722e+01
5.44300e+01 -1.25295e+01 -1.27452e+01 3.20596e+01
5.44400e+01 -1.25179e+01 -1.20681e+01 3.27505e+01
